,Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy,Partner Economy Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value,Origin Firm,Origin Firm Profit,Origin output,#trading partners,destination Firm,destination Firm Profit,destination output,distance between origin and destination,colonised(1/0),common_lang(1/0),hsbc presence in destination,gdp of source,Percet Import,Y
813,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,A,Annual,A,Annual,USD,US$,2017,,,,87084.3358,"Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn - Hong Kong, China- Ltd.",1282270.727,8548471.511,18,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn - Indonesia- Ltd.,13062.65037,87084.3358,2568,1,1,1,1.02E+13,,1
814,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,54,Manmade filaments,A,Annual,A,Annual,USD,US$,2017,,,,3019274.757,"Manmade filaments - Hong Kong, China- Ltd.",52882729.45,352551529.6,36,Manmade filaments - Indonesia- Ltd.,452891.2135,3019274.757,2568,1,1,1,1.02E+13,,1
815,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,55,Manmade staple fibres,A,Annual,A,Annual,USD,US$,2017,,,,30877112.89,"Manmade staple fibres - Hong Kong, China- Ltd.",177786243.9,1185241626,36,Manmade staple fibres - Indonesia- Ltd.,4631566.934,30877112.89,2568,1,1,1,1.02E+13,,1
816,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",A,Annual,A,Annual,USD,US$,2017,,,,2151021.589,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof - Hong Kong, China- Ltd.",20548311.55,136988743.7,34,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof - Indonesia- Ltd.",322653.2384,2151021.589,2568,1,1,1,1.02E+13,,1
817,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,57,Carpets and other textile floor coverings,A,Annual,A,Annual,USD,US$,2017,,,,31861.67517,"Carpets and other textile floor coverings - Hong Kong, China- Ltd.",9065161.624,60434410.82,34,Carpets and other textile floor coverings - Indonesia- Ltd.,4779.251276,31861.67517,2568,1,1,1,1.02E+13,,1
818,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,A,Annual,A,Annual,USD,US$,2017,,,,2388649.28,"Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery - Hong Kong, China- Ltd.",3380061.572,22533743.81,36,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery - Indonesia- Ltd.,358297.392,2388649.28,2568,1,1,1,1.02E+13,,1
819,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",A,Annual,A,Annual,USD,US$,2017,,,,188072.1137,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use - Hong Kong, China- Ltd.",16127169.77,107514465.1,31,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use - Indonesia- Ltd.",28210.81706,188072.1137,2568,1,1,1,1.02E+13,,1
820,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,60,Knitted or crocheted fabrics,A,Annual,A,Annual,USD,US$,2017,,,,1782876.849,"Knitted or crocheted fabrics - Hong Kong, China- Ltd.",7135872.367,47572482.45,32,Knitted or crocheted fabrics - Indonesia- Ltd.,267431.5274,1782876.849,2568,1,1,1,1.02E+13,,1
821,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,61,"Articles of apparel and clothing accessories, knitted or crocheted",A,Annual,A,Annual,USD,US$,2017,,,,37304500.69,"Articles of apparel and clothing accessories, knitted or crocheted - Hong Kong, China- Ltd.",668330086,4455533907,44,"Articles of apparel and clothing accessories, knitted or crocheted - Indonesia- Ltd.",5595675.104,37304500.69,2568,1,1,1,1.02E+13,,1
822,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,62,"Articles of apparel and clothing accessories, not knitted or crocheted",A,Annual,A,Annual,USD,US$,2017,,,,36591069.84,"Articles of apparel and clothing accessories, not knitted or crocheted - Hong Kong, China- Ltd.",672632534,4484216893,44,"Articles of apparel and clothing accessories, not knitted or crocheted - Indonesia- Ltd.",5488660.476,36591069.84,2568,1,1,1,1.02E+13,,1
823,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags,A,Annual,A,Annual,USD,US$,2017,,,,651259.1024,"Other made up textile articles; sets; worn clothing and worn textile articles; rags - Hong Kong, China- Ltd.",30049969.47,200333129.8,44,Other made up textile articles; sets; worn clothing and worn textile articles; rags - Indonesia- Ltd.,97688.86536,651259.1024,2568,1,1,1,1.02E+13,,1
824,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,64,"Footwear, gaiters and the like; parts of such articles",A,Annual,A,Annual,USD,US$,2017,,,,89447735.28,"Footwear, gaiters and the like; parts of such articles - Hong Kong, China- Ltd.",873118829.2,5820792195,44,"Footwear, gaiters and the like; parts of such articles - Indonesia- Ltd.",13417160.29,89447735.28,2568,1,1,1,1.02E+13,,1
825,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,65,Headgear and parts thereof,A,Annual,A,Annual,USD,US$,2017,,,,140409.9702,"Headgear and parts thereof - Hong Kong, China- Ltd.",5906374.344,39375828.96,40,Headgear and parts thereof - Indonesia- Ltd.,21061.49553,140409.9702,2568,1,1,1,1.02E+13,,1
826,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,A,Annual,A,Annual,USD,US$,2017,,,,1712406.377,"Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair - Hong Kong, China- Ltd.",63812118.32,425414122.1,40,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair - Indonesia- Ltd.,256860.9565,1712406.377,2568,1,1,1,1.02E+13,,1
827,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",A,Annual,A,Annual,USD,US$,2017,,,,391370.3525,"Articles of stone, plaster, cement, asbestos, mica or similar materials - Hong Kong, China- Ltd.",19273206.24,128488041.6,40,"Articles of stone, plaster, cement, asbestos, mica or similar materials - Indonesia- Ltd.",58705.55288,391370.3525,2568,1,1,1,1.02E+13,,1
828,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,69,Ceramic products,A,Annual,A,Annual,USD,US$,2017,,,,3281047.702,"Ceramic products - Hong Kong, China- Ltd.",46277081.48,308513876.6,44,Ceramic products - Indonesia- Ltd.,492157.1553,3281047.702,2568,1,1,1,1.02E+13,,1
829,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,70,Glass and glassware,A,Annual,A,Annual,USD,US$,2017,,,,275060.3407,"Glass and glassware - Hong Kong, China- Ltd.",21116963.07,140779753.8,44,Glass and glassware - Indonesia- Ltd.,41259.05111,275060.3407,2568,1,1,1,1.02E+13,,1
830,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,71,"Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",A,Annual,A,Annual,USD,US$,2017,,,,688174263.1,"Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin - Hong Kong, China- Ltd.",844523818.5,5630158790,35,"Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin - Indonesia- Ltd.",103226139.5,688174263.1,2568,1,1,1,1.02E+13,,1
831,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,72,Iron and steel,A,Annual,A,Annual,USD,US$,2017,,,,437726.6224,"Iron and steel - Hong Kong, China- Ltd.",444622115.3,2964147435,26,Iron and steel - Indonesia- Ltd.,65658.99336,437726.6224,2568,1,1,1,1.02E+13,,1
832,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,73,Articles of iron or steel,A,Annual,A,Annual,USD,US$,2017,,,,1469189.748,"Articles of iron or steel - Hong Kong, China- Ltd.",102371206.2,682474708,43,Articles of iron or steel - Indonesia- Ltd.,220378.4622,1469189.748,2568,1,1,1,1.02E+13,,1
833,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,74,Copper and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,15378894.43,"Copper and articles thereof - Hong Kong, China- Ltd.",180618492.4,1204123283,30,Copper and articles thereof - Indonesia- Ltd.,2306834.165,15378894.43,2568,1,1,1,1.02E+13,,1
834,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,75,Nickel and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,1225.804382,"Nickel and articles thereof - Hong Kong, China- Ltd.",146165204.7,974434698,22,Nickel and articles thereof - Indonesia- Ltd.,183.8706573,1225.804382,2568,1,1,1,1.02E+13,,1
835,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,76,Aluminium and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,250237.9623,"Aluminium and articles thereof - Hong Kong, China- Ltd.",69063974.26,460426495.1,41,Aluminium and articles thereof - Indonesia- Ltd.,37535.69435,250237.9623,2568,1,1,1,1.02E+13,,1
836,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,78,Lead and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,19.2474257,"Lead and articles thereof - Hong Kong, China- Ltd.",2362104.833,15747365.56,9,Lead and articles thereof - Indonesia- Ltd.,2.887113855,19.2474257,2568,1,1,1,1.02E+13,,1
837,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,79,Zinc and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,1746.63972,"Zinc and articles thereof - Hong Kong, China- Ltd.",909995.5103,6066636.735,19,Zinc and articles thereof - Indonesia- Ltd.,261.995958,1746.63972,2568,1,1,1,1.02E+13,,1
838,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,80,Tin and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,23101007.03,"Tin and articles thereof - Hong Kong, China- Ltd.",261591908,1743946053,21,Tin and articles thereof - Indonesia- Ltd.,3465151.055,23101007.03,2568,1,1,1,1.02E+13,,1
839,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,81,Other base metals; cermets; articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,301469.8617,"Other base metals; cermets; articles thereof - Hong Kong, China- Ltd.",2618778.515,17458523.43,12,Other base metals; cermets; articles thereof - Indonesia- Ltd.,45220.47926,301469.8617,2568,1,1,1,1.02E+13,,1
840,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",A,Annual,A,Annual,USD,US$,2017,,,,65466.26889,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal - Hong Kong, China- Ltd.",10566210.1,70441400.69,42,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal - Indonesia- Ltd.",9819.940334,65466.26889,2568,1,1,1,1.02E+13,,1
841,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,83,Miscellaneous articles of base metal,A,Annual,A,Annual,USD,US$,2017,,,,1374017.259,"Miscellaneous articles of base metal - Hong Kong, China- Ltd.",15570731.56,103804877.1,44,Miscellaneous articles of base metal - Indonesia- Ltd.,206102.5889,1374017.259,2568,1,1,1,1.02E+13,,1
842,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",A,Annual,A,Annual,USD,US$,2017,,,,83064516.73,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof - Hong Kong, China- Ltd.",739428185.9,4929521239,44,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof - Indonesia- Ltd.",12459677.51,83064516.73,2568,1,1,1,1.02E+13,,1
843,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",A,Annual,A,Annual,USD,US$,2017,,,,643532096.5,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles - Hong Kong, China- Ltd.",1694708557,11298057047,45,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles - Indonesia- Ltd.",96529814.48,643532096.5,2568,1,1,1,1.02E+13,,1
844,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",A,Annual,A,Annual,USD,US$,2017,,,,8873878.292,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof - Hong Kong, China- Ltd.",469713175.2,3131421168,45,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof - Indonesia- Ltd.",1331081.744,8873878.292,2568,1,1,1,1.02E+13,,1
845,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,88,"Aircraft, spacecraft, and parts thereof",A,Annual,A,Annual,USD,US$,2017,,,,10269.14317,"Aircraft, spacecraft, and parts thereof - Hong Kong, China- Ltd.",10437249.45,69581663.02,17,"Aircraft, spacecraft, and parts thereof - Indonesia- Ltd.",1540.371476,10269.14317,2568,1,1,1,1.02E+13,,1
846,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,89,"Ships, boats and floating structures",A,Annual,A,Annual,USD,US$,2017,,,,7271164.148,"Ships, boats and floating structures - Hong Kong, China- Ltd.",21167784.33,141118562.2,17,"Ships, boats and floating structures - Indonesia- Ltd.",1090674.622,7271164.148,2568,1,1,1,1.02E+13,,1
847,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",A,Annual,A,Annual,USD,US$,2017,,,,17415950.09,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof - Hong Kong, China- Ltd.",190691867.6,1271279117,41,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof - Indonesia- Ltd.",2612392.514,17415950.09,2568,1,1,1,1.02E+13,,1
848,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,91,Clocks and watches and parts thereof,A,Annual,A,Annual,USD,US$,2017,,,,366670.9011,"Clocks and watches and parts thereof - Hong Kong, China- Ltd.",4941272.49,32941816.6,41,Clocks and watches and parts thereof - Indonesia- Ltd.,55000.63517,366670.9011,2568,1,1,1,1.02E+13,,1
849,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,92,Musical instruments; parts and accessories of such articles,A,Annual,A,Annual,USD,US$,2017,,,,4337891.509,"Musical instruments; parts and accessories of such articles - Hong Kong, China- Ltd.",113883907.9,759226052.7,42,Musical instruments; parts and accessories of such articles - Indonesia- Ltd.,650683.7264,4337891.509,2568,1,1,1,1.02E+13,,1
850,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates",A,Annual,A,Annual,USD,US$,2017,,,,6124470.92,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates - Hong Kong, China- Ltd.",277887310.5,1852582070,45,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates - Indonesia- Ltd.",918670.638,6124470.92,2568,1,1,1,1.02E+13,,1
851,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,95,"Toys, games and sports requisites; parts and accessories thereof",A,Annual,A,Annual,USD,US$,2017,,,,7514699.772,"Toys, games and sports requisites; parts and accessories thereof - Hong Kong, China- Ltd.",105858691.6,705724610.4,43,"Toys, games and sports requisites; parts and accessories thereof - Indonesia- Ltd.",1127204.966,7514699.772,2568,1,1,1,1.02E+13,,1
852,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,96,Miscellaneous manufactured articles,A,Annual,A,Annual,USD,US$,2017,,,,4051425.144,"Miscellaneous manufactured articles - Hong Kong, China- Ltd.",39235952.22,261573014.8,44,Miscellaneous manufactured articles - Indonesia- Ltd.,607713.7716,4051425.144,2568,1,1,1,1.02E+13,,1
853,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",360,Indonesia,HS,Harmonized System,97,"Works of art, collectors' pieces and antiques",A,Annual,A,Annual,USD,US$,2017,,,,8387878.228,"Works of art, collectors' pieces and antiques - Hong Kong, China- Ltd.",41552939.12,277019594.1,27,"Works of art, collectors' pieces and antiques - Indonesia- Ltd.",1258181.734,8387878.228,2568,1,1,1,1.02E+13,,1
854,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,1,Live animals,A,Annual,A,Annual,USD,US$,2017,,,,17223.87964,"Live animals - Hong Kong, China- Ltd.",27229619.05,181530793.6,17,Live animals - Malaysia- Ltd.,2583.581946,17223.87964,2402,1,1,1,3.15E+11,100,1
855,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,2,Meat and edible meat offal,A,Annual,A,Annual,USD,US$,2017,,,,1102738.524,"Meat and edible meat offal - Hong Kong, China- Ltd.",2506783.423,16711889.49,11,Meat and edible meat offal - Malaysia- Ltd.,165410.7786,1102738.524,2402,1,1,1,3.15E+11,100,1
856,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",A,Annual,A,Annual,USD,US$,2017,,,,38575101.02,"Fish and crustaceans, molluscs and other aquatic invertebrates - Hong Kong, China- Ltd.",57582763.69,383885091.3,26,"Fish and crustaceans, molluscs and other aquatic invertebrates - Malaysia- Ltd.",5786265.153,38575101.02,2402,1,1,1,3.15E+11,100,1
857,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",A,Annual,A,Annual,USD,US$,2017,,,,47068661.98,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included - Hong Kong, China- Ltd.",46822085.72,312147238.1,32,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included - Malaysia- Ltd.",7060299.297,47068661.98,2402,1,1,1,3.15E+11,100,1
858,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,5,"Products of animal origin, not elsewhere specified or included",A,Annual,A,Annual,USD,US$,2017,,,,58276.84214,"Products of animal origin, not elsewhere specified or included - Hong Kong, China- Ltd.",1056137.05,7040913.669,11,"Products of animal origin, not elsewhere specified or included - Malaysia- Ltd.",8741.526321,58276.84214,2402,1,1,1,3.15E+11,100,1
859,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,6,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",A,Annual,A,Annual,USD,US$,2017,,,,1913944.247,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage - Hong Kong, China- Ltd.",23708118.67,158054124.5,24,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage - Malaysia- Ltd.",287091.6371,1913944.247,2402,1,1,1,3.15E+11,100,1
860,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,7,Edible vegetables and certain roots and tubers,A,Annual,A,Annual,USD,US$,2017,,,,1903999.102,"Edible vegetables and certain roots and tubers - Hong Kong, China- Ltd.",29159561.95,194397079.7,24,Edible vegetables and certain roots and tubers - Malaysia- Ltd.,285599.8653,1903999.102,2402,1,1,1,3.15E+11,100,1
861,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,8,Edible fruit and nuts; peel of citrus fruit or melons,A,Annual,A,Annual,USD,US$,2017,,,,15308500.43,"Edible fruit and nuts; peel of citrus fruit or melons - Hong Kong, China- Ltd.",25572335.55,170482237,31,Edible fruit and nuts; peel of citrus fruit or melons - Malaysia- Ltd.,2296275.065,15308500.43,2402,1,1,1,3.15E+11,100,1
862,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,9,"Coffee, tea, mate and spices",A,Annual,A,Annual,USD,US$,2017,,,,5306845.154,"Coffee, tea, mate and spices - Hong Kong, China- Ltd.",23893310.8,159288738.7,34,"Coffee, tea, mate and spices - Malaysia- Ltd.",796026.7731,5306845.154,2402,1,1,1,3.15E+11,100,1
863,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,10,Cereals,A,Annual,A,Annual,USD,US$,2017,,,,187038.5269,"Cereals - Hong Kong, China- Ltd.",2483902.773,16559351.82,17,Cereals - Malaysia- Ltd.,28055.77904,187038.5269,2402,1,1,1,3.15E+11,100,1
